student_email,attendance_date,time_in,time_out,validation_status,validated_by_email,validated_at
studentsbims4@grr.la,2026-09-02,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-09-02T17:30:00+08:00
studentsbims4@grr.la,2026-09-03,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-09-03T17:30:00+08:00
studentsbims4@grr.la,2026-09-04,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-09-04T17:30:00+08:00
studentsbims4@grr.la,2026-09-05,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-09-05T17:30:00+08:00
studentsbims4@grr.la,2026-09-07,08:00:00,15:00:00,validated,coordinatorsbims1@grr.la,2026-09-07T14:30:00+08:00
studentsbims6@grr.la,2026-08-17,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-17T17:30:00+08:00
studentsbims6@grr.la,2026-08-18,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-18T17:30:00+08:00
studentsbims6@grr.la,2026-08-19,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-19T17:30:00+08:00
studentsbims6@grr.la,2026-08-20,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-20T17:30:00+08:00
studentsbims6@grr.la,2026-08-21,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-21T17:30:00+08:00
studentsbims6@grr.la,2026-08-22,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-22T17:30:00+08:00
studentsbims6@grr.la,2026-08-24,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-24T17:30:00+08:00
studentsbims6@grr.la,2026-08-25,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-25T17:30:00+08:00
studentsbims6@grr.la,2026-08-26,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-26T17:30:00+08:00
studentsbims6@grr.la,2026-08-27,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-27T17:30:00+08:00
studentsbims6@grr.la,2026-08-28,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-28T17:30:00+08:00
studentsbims6@grr.la,2026-08-29,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-29T17:30:00+08:00
studentsbims6@grr.la,2026-08-31,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-31T17:30:00+08:00
studentsbims6@grr.la,2026-09-01,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-09-01T17:30:00+08:00
studentsbims6@grr.la,2026-09-02,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-09-02T17:30:00+08:00
studentsbims6@grr.la,2026-09-03,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-09-03T17:30:00+08:00
studentsbims6@grr.la,2026-09-04,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-09-04T17:30:00+08:00
studentsbims6@grr.la,2026-09-05,08:00:00,17:00:00,rejected,coordinatorsbims1@grr.la,2026-09-05T17:30:00+08:00
studentsbims6@grr.la,2026-09-07,08:00:00,17:00:00,pending,,
studentsbims7@grr.la,2026-08-17,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-17T17:30:00+08:00
studentsbims7@grr.la,2026-08-18,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-18T17:30:00+08:00
studentsbims7@grr.la,2026-08-19,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-19T17:30:00+08:00
studentsbims7@grr.la,2026-08-20,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-20T17:30:00+08:00
studentsbims7@grr.la,2026-08-21,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-21T17:30:00+08:00
studentsbims7@grr.la,2026-08-22,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-22T17:30:00+08:00
studentsbims7@grr.la,2026-08-24,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-24T17:30:00+08:00
studentsbims7@grr.la,2026-08-25,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-25T17:30:00+08:00
studentsbims7@grr.la,2026-08-26,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-26T17:30:00+08:00
studentsbims7@grr.la,2026-08-27,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-27T17:30:00+08:00
studentsbims7@grr.la,2026-08-28,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-28T17:30:00+08:00
studentsbims7@grr.la,2026-08-29,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-29T17:30:00+08:00
studentsbims7@grr.la,2026-08-31,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-31T17:30:00+08:00
studentsbims7@grr.la,2026-09-01,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-09-01T17:30:00+08:00
studentsbims7@grr.la,2026-09-02,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-09-02T17:30:00+08:00
studentsbims7@grr.la,2026-09-03,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-09-03T17:30:00+08:00
studentsbims7@grr.la,2026-09-04,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-09-04T17:30:00+08:00
studentsbims7@grr.la,2026-09-05,08:00:00,17:00:00,rejected,coordinatorsbims1@grr.la,2026-09-05T17:30:00+08:00
studentsbims7@grr.la,2026-09-07,08:00:00,17:00:00,pending,,
studentsbims8@grr.la,2026-08-17,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-17T17:30:00+08:00
studentsbims8@grr.la,2026-08-18,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-18T17:30:00+08:00
studentsbims8@grr.la,2026-08-19,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-19T17:30:00+08:00
studentsbims8@grr.la,2026-08-20,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-20T17:30:00+08:00
studentsbims8@grr.la,2026-08-21,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-21T17:30:00+08:00
studentsbims8@grr.la,2026-08-22,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-22T17:30:00+08:00
studentsbims8@grr.la,2026-08-24,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-24T17:30:00+08:00
studentsbims8@grr.la,2026-08-25,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-25T17:30:00+08:00
studentsbims8@grr.la,2026-08-26,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-26T17:30:00+08:00
studentsbims8@grr.la,2026-08-27,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-27T17:30:00+08:00
studentsbims8@grr.la,2026-08-28,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-28T17:30:00+08:00
studentsbims8@grr.la,2026-08-29,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-29T17:30:00+08:00
studentsbims8@grr.la,2026-08-31,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-31T17:30:00+08:00
studentsbims8@grr.la,2026-09-01,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-09-01T17:30:00+08:00
studentsbims8@grr.la,2026-09-02,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-09-02T17:30:00+08:00
studentsbims8@grr.la,2026-09-03,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-09-03T17:30:00+08:00
studentsbims8@grr.la,2026-09-04,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-09-04T17:30:00+08:00
studentsbims8@grr.la,2026-09-05,08:00:00,17:00:00,rejected,coordinatorsbims1@grr.la,2026-09-05T17:30:00+08:00
studentsbims8@grr.la,2026-09-07,08:00:00,17:00:00,pending,,
studentsbims9@grr.la,2026-08-17,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-17T17:30:00+08:00
studentsbims9@grr.la,2026-08-18,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-18T17:30:00+08:00
studentsbims9@grr.la,2026-08-19,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-19T17:30:00+08:00
studentsbims9@grr.la,2026-08-20,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-20T17:30:00+08:00
studentsbims9@grr.la,2026-08-21,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-21T17:30:00+08:00
studentsbims9@grr.la,2026-08-22,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-22T17:30:00+08:00
studentsbims9@grr.la,2026-08-24,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-24T17:30:00+08:00
studentsbims9@grr.la,2026-08-25,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-25T17:30:00+08:00
studentsbims9@grr.la,2026-08-26,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-26T17:30:00+08:00
studentsbims9@grr.la,2026-08-27,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-27T17:30:00+08:00
studentsbims9@grr.la,2026-08-28,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-28T17:30:00+08:00
studentsbims9@grr.la,2026-08-29,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-29T17:30:00+08:00
studentsbims9@grr.la,2026-08-31,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-31T17:30:00+08:00
studentsbims9@grr.la,2026-09-01,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-09-01T17:30:00+08:00
studentsbims9@grr.la,2026-09-02,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-09-02T17:30:00+08:00
studentsbims9@grr.la,2026-09-03,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-09-03T17:30:00+08:00
studentsbims9@grr.la,2026-09-04,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-09-04T17:30:00+08:00
studentsbims9@grr.la,2026-09-05,08:00:00,17:00:00,rejected,coordinatorsbims1@grr.la,2026-09-05T17:30:00+08:00
studentsbims9@grr.la,2026-09-07,08:00:00,17:00:00,pending,,
studentsbims10@grr.la,2026-08-17,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-17T17:30:00+08:00
studentsbims10@grr.la,2026-08-18,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-18T17:30:00+08:00
studentsbims10@grr.la,2026-08-19,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-19T17:30:00+08:00
studentsbims10@grr.la,2026-08-20,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-20T17:30:00+08:00
studentsbims10@grr.la,2026-08-21,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-21T17:30:00+08:00
studentsbims10@grr.la,2026-08-22,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-22T17:30:00+08:00
studentsbims10@grr.la,2026-08-24,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-24T17:30:00+08:00
studentsbims10@grr.la,2026-08-25,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-25T17:30:00+08:00
studentsbims10@grr.la,2026-08-26,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-26T17:30:00+08:00
studentsbims10@grr.la,2026-08-27,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-27T17:30:00+08:00
studentsbims10@grr.la,2026-08-28,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-28T17:30:00+08:00
studentsbims10@grr.la,2026-08-29,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-29T17:30:00+08:00
studentsbims10@grr.la,2026-08-31,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-31T17:30:00+08:00
studentsbims10@grr.la,2026-09-01,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-09-01T17:30:00+08:00
studentsbims10@grr.la,2026-09-02,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-09-02T17:30:00+08:00
studentsbims10@grr.la,2026-09-03,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-09-03T17:30:00+08:00
studentsbims10@grr.la,2026-09-04,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-09-04T17:30:00+08:00
studentsbims10@grr.la,2026-09-05,08:00:00,17:00:00,rejected,coordinatorsbims1@grr.la,2026-09-05T17:30:00+08:00
studentsbims10@grr.la,2026-09-07,08:00:00,17:00:00,pending,,
studentsbims11@grr.la,2026-08-17,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-17T17:30:00+08:00
studentsbims11@grr.la,2026-08-18,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-18T17:30:00+08:00
studentsbims11@grr.la,2026-08-19,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-19T17:30:00+08:00
studentsbims11@grr.la,2026-08-20,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-20T17:30:00+08:00
studentsbims11@grr.la,2026-08-21,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-21T17:30:00+08:00
studentsbims11@grr.la,2026-08-22,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-22T17:30:00+08:00
studentsbims11@grr.la,2026-08-24,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-24T17:30:00+08:00
studentsbims11@grr.la,2026-08-25,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-25T17:30:00+08:00
studentsbims11@grr.la,2026-08-26,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-26T17:30:00+08:00
studentsbims11@grr.la,2026-08-27,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-27T17:30:00+08:00
studentsbims11@grr.la,2026-08-28,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-28T17:30:00+08:00
studentsbims11@grr.la,2026-08-29,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-29T17:30:00+08:00
studentsbims11@grr.la,2026-08-31,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-31T17:30:00+08:00
studentsbims11@grr.la,2026-09-01,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-09-01T17:30:00+08:00
studentsbims11@grr.la,2026-09-02,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-09-02T17:30:00+08:00
studentsbims11@grr.la,2026-09-03,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-09-03T17:30:00+08:00
studentsbims11@grr.la,2026-09-04,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-09-04T17:30:00+08:00
studentsbims11@grr.la,2026-09-05,08:00:00,17:00:00,rejected,coordinatorsbims1@grr.la,2026-09-05T17:30:00+08:00
studentsbims11@grr.la,2026-09-07,08:00:00,17:00:00,pending,,
studentsbims12@grr.la,2026-08-17,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-17T17:30:00+08:00
studentsbims12@grr.la,2026-08-18,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-18T17:30:00+08:00
studentsbims12@grr.la,2026-08-19,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-19T17:30:00+08:00
studentsbims12@grr.la,2026-08-20,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-20T17:30:00+08:00
studentsbims12@grr.la,2026-08-21,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-21T17:30:00+08:00
studentsbims12@grr.la,2026-08-22,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-22T17:30:00+08:00
studentsbims12@grr.la,2026-08-24,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-24T17:30:00+08:00
studentsbims12@grr.la,2026-08-25,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-25T17:30:00+08:00
studentsbims12@grr.la,2026-08-26,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-26T17:30:00+08:00
studentsbims12@grr.la,2026-08-27,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-27T17:30:00+08:00
studentsbims12@grr.la,2026-08-28,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-28T17:30:00+08:00
studentsbims12@grr.la,2026-08-29,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-29T17:30:00+08:00
studentsbims12@grr.la,2026-08-31,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-08-31T17:30:00+08:00
studentsbims12@grr.la,2026-09-01,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-09-01T17:30:00+08:00
studentsbims12@grr.la,2026-09-02,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-09-02T17:30:00+08:00
studentsbims12@grr.la,2026-09-03,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-09-03T17:30:00+08:00
studentsbims12@grr.la,2026-09-04,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-09-04T17:30:00+08:00
studentsbims12@grr.la,2026-09-05,08:00:00,17:00:00,rejected,coordinatorsbims1@grr.la,2026-09-05T17:30:00+08:00
studentsbims12@grr.la,2026-09-07,08:00:00,17:00:00,pending,,
studentsbims5@grr.la,2026-06-01,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-06-01T17:30:00+08:00
studentsbims5@grr.la,2026-06-02,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-06-02T17:30:00+08:00
studentsbims5@grr.la,2026-06-03,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-06-03T17:30:00+08:00
studentsbims5@grr.la,2026-06-04,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-06-04T17:30:00+08:00
studentsbims5@grr.la,2026-06-05,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-06-05T17:30:00+08:00
studentsbims5@grr.la,2026-06-06,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-06-06T17:30:00+08:00
studentsbims5@grr.la,2026-06-08,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-06-08T17:30:00+08:00
studentsbims5@grr.la,2026-06-09,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-06-09T17:30:00+08:00
studentsbims5@grr.la,2026-06-10,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-06-10T17:30:00+08:00
studentsbims5@grr.la,2026-06-11,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-06-11T17:30:00+08:00
studentsbims5@grr.la,2026-06-12,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-06-12T17:30:00+08:00
studentsbims5@grr.la,2026-06-13,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-06-13T17:30:00+08:00
studentsbims5@grr.la,2026-06-15,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-06-15T17:30:00+08:00
studentsbims5@grr.la,2026-06-16,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-06-16T17:30:00+08:00
studentsbims5@grr.la,2026-06-17,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-06-17T17:30:00+08:00
studentsbims5@grr.la,2026-06-18,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-06-18T17:30:00+08:00
studentsbims5@grr.la,2026-06-19,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-06-19T17:30:00+08:00
studentsbims5@grr.la,2026-06-20,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-06-20T17:30:00+08:00
studentsbims5@grr.la,2026-06-22,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-06-22T17:30:00+08:00
studentsbims5@grr.la,2026-06-23,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-06-23T17:30:00+08:00
studentsbims5@grr.la,2026-06-24,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-06-24T17:30:00+08:00
studentsbims5@grr.la,2026-06-25,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-06-25T17:30:00+08:00
studentsbims5@grr.la,2026-06-26,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-06-26T17:30:00+08:00
studentsbims5@grr.la,2026-06-27,08:00:00,17:00:00,validated,coordinatorsbims1@grr.la,2026-06-27T17:30:00+08:00
